,,Federal Student Aid,,,,,,,,,
,,U.S. Department of Education,,,,,,,,,
,,We Help Put America Through School,,,,,,,,,
,,eCampus-Based Reports,,,,,,,,,
,,"Federal Perkins Loan Program Status of Default (Current) as of June 30, 2013",,,,,,,,,
,,Date:  04/18/2014,,,,,(A),(B),(C) ,(D),(E)
Serial,OPEID,Institution Name,Address,City,ST,Zip,# of Bwrs Who Entered Repayment Status In 2011-2012,"Bwrs From Col (A) In Default On June 30, 2013",Cohort Default Rate (B/A) Percentage,Total Bwrs In Default >=240 Days,Total Principal Outstanding On Loans in Default >= 240 Days
,,,,,,,,,,,
1177,169600,Illinois Wesleyan University,1312 North Park Street,Bloomington,IL,61702-2900,125,12,9.60%,233,538410
1188,170000,Judson University,1151 North State Street,Elgin,IL,60123-1498,66,8,12.12%,80,120823
1190,170100,Kaskaskia College,27210 College Road,Centralia,IL,62801-7878,359,62,17.27%,0,0
1192,170300,Kendall College,900 N. North Branch Street,Chicago,IL,60622-4278,48,14,29.17%,246,326959
1195,170400,Knox College,2 East South Street,Galesburg,IL,61401-4999,139,11,7.91%,48,152947
1196,170600,Lake Forest College,555 North Sheridan Road,Lake Forest,IL,60045-2399,85,13,15.29%,157,375731
1202,170700,Lewis University,One University Parkway,Romeoville,IL,60446-2200,37,5,13.51%,40,97267
1203,170800,Lincoln Christian University,100 Campus View Drive,Lincoln,IL,62656-2167,104,31,29.81%,88,189029
1204,170900,Lincoln College,300 Keokuk Street,Lincoln,IL,62656-1699,18,2,11.11%,23,29308
1208,171000,Loyola University Chicago,820 North Michigan Avenue,Chicago,IL,60611-2196,850,70,8.24%,605,1377797
1211,171700,MacMurray College,447 East College Avenue,Jacksonville,IL,62650-2590,94,29,30.85%,410,868307
1216,172200,McKendree University,701 College Road,Lebanon,IL,62254-1299,52,8,15.38%,42,63927
1118,165700,Midwestern University,555 31st Street,Downers Grove,IL,60515-1200,62,0,0%,3,4180
1221,172400,Millikin University,1184 West Main Street,Decatur,IL,62522-2084,147,24,16.33%,218,557433
1225,172500,Monmouth College,700 East Broadway,Monmouth,IL,61462-1963,222,37,16.67%,560,740584
1238,173300,National Louis University,122 South Michigan Avenue,Chicago,IL,60603-3032,64,11,17.19%,293,615949
1236,173200,National University of Health Sciences (The),200 East Roosevelt Road,Lombard,IL,60148-4583,113,5,4.42%,57,150131
1240,173400,North Central College,30 North Brainard Street,Naperville,IL,60540-4690,100,6,6%,107,163248
1244,173500,North Park University,3225 West Foster Avenue,Chicago,IL,60625-4895,168,20,11.90%,351,484222
1241,169300,Northeastern Illinois University,5500 North Saint Louis Avenue,Chicago,IL,60625-4699,101,7,6.93%,195,466896
1243,173700,Northern Illinois University,Altgeld Hall - Room 300A,DeKalb,IL,60115-2854,513,63,12.28%,300,643849
1246,173900,Northwestern University,633 Clark Street,Evanston,IL,60208-0001,920,14,1.52%,354,10147708
1250,174100,Olivet Nazarene University,One University Avenue,Bourbonnais,IL,60914-2271,257,26,10.12%,172,308324
1253,711800,Parkland College,2400 West Bradley Avenue,Champaign,IL,61821-1899,1,0,0%,67,97168
1258,174500,Quincy University,1800 College Avenue,Quincy,IL,62301-2699,71,12,16.90%,180,368863
1263,174600,Robert Morris University Illinois,401 South State Street,Chicago,IL,60605-1225,227,13,5.73%,1148,1954884
1268,174800,Rockford University,5050 East State Street,Rockford,IL,61108-2393,61,13,21.31%,226,467647
1120,165900,Rosalind Franklin University of Medicine and Science,3333 Green Bay Road,North Chicago,IL,60064-3095,193,9,4.66%,71,374386
1271,980000,Rush University,600 South Paulina Street,Chicago,IL,60612-3806,198,7,3.54%,35,190341
1273,176800,Saint Xavier University,3700 West 103rd Street,Chicago,IL,60655-3199,122,23,18.85%,315,649924
1279,175300,School of the Art Institute of Chicago,37 South Wabash Avenue,Chicago,IL,60603-3013,193,23,11.92%,444,988068
1283,175600,Shimer College,3424 South State Street,Chicago,IL,60616-3893,23,3,13.04%,89,272464
1286,175900,Southern Illinois University Edwardsville,2308 Rendleman Hall,Edwardsville,IL,62026-1060,37,0,0%,62,96236
1285,175800,Southern Illinois University at Carbondale,Lincoln Drive,Carbondale,IL,62901-0000,713,45,6.31%,1165,2493542
1299,177100,Trinity Christian College,6601 West College Drive,Palos Heights,IL,60463-0929,54,4,7.41%,77,138936
1300,177200,Trinity International University,2065 Half Day Road,Deerfield,IL,60015-1283,165,13,7.88%,181,313625
1302,177300,Triton College,2000 North 5th Avenue,River Grove,IL,60171-1995,0,0,0%,4,4857
1305,177400,University of Chicago (The),5801 South Ellis Avenue,Chicago,IL,60637-1476,949,26,2.74%,415,1837778
1307,177600,University of Illinois at Chicago,809 S Marshfield Ave # 520,Chicago,IL,60612-4305,1034,33,3.19%,1021,2477720
1274,933300,University of Illinois at Springfield,One University Plaza,Springfield,IL,62703-5407,26,3,11.54%,13,33744
1306,177500,University of Illinois at Urbana-Champaign,601 East John Street,Champaign,IL,61820-5796,690,20,2.90%,803,1408734
1129,166400,University of Saint Francis,500 Wilcox Street,Joliet,IL,60435-6188,70,13,18.57%,103,227588
1313,178000,Western Illinois University,1 University Circle,Macomb,IL,61455-1390,50,6,12%,223,420050
8606,3079200,Westwood College - DuPage,7155 Janes Avenue,Woodridge,IL,60517-2321,2,2,100%,11,11322
7285,2313900,Westwood College - O'Hare Airport,8501 West Higgins Road,Chicago,IL,60631-2801,0,0,0%,8,15585
1314,178100,Wheaton College,501 College Avenue,Wheaton,IL,60187-5535,183,2,1.09%,49,106169
1321,178500,Anderson University,1100 East 5th Street,Anderson,IN,46012-3495,119,19,15.97%,304,783371
1322,178600,Ball State University,2000 University Avenue,Muncie,IN,47306-0880,554,62,11.19%,971,2172471
4741,163700,Bethany Theological Seminary,615 National Road West,Richmond,IN,47374-4019,7,0,0%,2,2500
1323,178700,Bethel College,1001 Bethel Circle,Mishawaka,IN,46545-5591,65,5,7.69%,78,74258
1324,178800,Butler University,4600 Sunset Avenue,Indianapolis,IN,46208-3487,292,24,8.22%,109,274380
1329,179200,DePauw University,313 South Locust Street,Greencastle,IN,46135-0037,205,15,7.32%,122,305859
1331,179300,Earlham College,801 National Road West,Richmond,IN,47374-4095,137,17,12.41%,89,312277
1336,179800,Franklin College of Indiana,101 Branigin Boulevard,Franklin,IN,46131-2623,109,18,16.51%,200,482440
1337,179900,Goshen College,1700 South Main Street,Goshen,IN,46526-4794,50,2,4%,32,96535
1338,180000,Grace College and Theological Seminary,200 Seminary Drive,Winona Lake,IN,46590-1224,169,10,5.92%,98,276404
1342,726300,Holy Cross College,54515 SR 933 North,Notre Dame,IN,46556-0308,31,13,41.94%,43,48969
1343,180300,Huntington University,2303 College Avenue,Huntington,IN,46750-1299,80,7,8.75%,91,164078
1346,180500,Indiana Institute of Technology,1600 East Washington Boulevard,Fort Wayne,IN,46803-1297,81,19,23.46%,196,343940
1348,180700,Indiana State University,Office of the President,Terre Haute,IN,47809-2501,421,56,13.30%,1002,2027008
1354,180900,Indiana University - Bloomington,107 South Indiana Avenue,Bloomington,IN,47405-7000,1421,29,2.04%,565,1728386
1351,181100,Indiana University - East,2325 Chester Boulevard,Richmond,IN,47374-1289,52,9,17.31%,29,35254
1350,181400,Indiana University - Kokomo,2300 South Washington Street,Kokomo,IN,46902-3557,39,9,23.08%,59,59982
1349,181500,Indiana University - Northwest,3400 Broadway,Gary,IN,46408-1197,49,2,4.08%,87,147402
1379,182800,Indiana University - Purdue University - Ft Wayne,2101 East Coliseum Boulevard,Fort Wayne,IN,46805-1499,112,10,8.93%,176,370427
1352,181300,Indiana University - Purdue University Indianapolis,355 Lansing Street,Indianapolis,IN,46202-5145,527,47,8.92%,637,827993
1353,181600,Indiana University - South Bend,1700 Mishawaka Avenue,South Bend,IN,46634-7111,155,21,13.55%,222,288904
1355,181700,Indiana University Southeast,4201 Grant Line Road,New Albany,IN,47150-6405,165,23,13.94%,206,316872
1368,182200,Indiana Wesleyan University,4201 South Washington Street,Marion,IN,46953-4974,91,11,12.09%,159,319584
1358,457900,International Business College,5699 Coventry Lane,Fort Wayne,IN,46804-1298,91,12,13.19%,99,245357
6335,2201800,Kaplan College,7833 Indianapolis Boulevard,Hammond,IN,46324-3347,50,16,32%,289,279082
1366,182000,Manchester University,604 East College Avenue,North Manchester,IN,46962-1276,81,10,12.35%,163,412847
1367,182100,Marian University,3200 Cold Spring Road,Indianapolis,IN,46222-1997,60,17,28.33%,156,310082
1580,1048900,National College,6060 Castleway Drive West,Indianapolis,IN,46250-1930,39,4,10.26%,96,190988
1374,182400,Oakland City University,138 N. Lucretia Street,Oakland City,IN,47660-1099,39,7,17.95%,41,99985
1380,182500,Purdue University,610 Purdue Mall,West Lafayette,IN,47907-2040,1182,59,4.99%,399,1015567
1378,182700,Purdue University - Calumet,2200 169th Street,Hammond,IN,46323-2094,57,14,24.56%,58,151163
1381,182600,Purdue University - North Central,1401 South US Highway 421,Westville,IN,46391-9542,59,8,13.56%,19,20408
1383,183000,Rose - Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,IN,47803-3999,168,5,2.98%,42,159259
1386,183300,Saint Joseph's College,1498 South College Avenue,Rensselaer,IN,47978-0000,66,15,22.73%,88,167820
1387,183500,Saint Mary of the Woods College,Saint Mary of the Woods Road,Saint Mary of the Woods,IN,47876-0067,87,32,36.78%,106,136908
1388,183600,Saint Mary's College,133 LeMans Hall,Notre Dame,IN,46556-5007,101,8,7.92%,155,361622
1393,183800,Taylor University,236 West Reade Avenue,Upland,IN,46989-1001,183,15,8.20%,219,357825
1395,183900,Trine University,1 University Avenue,Angola,IN,46703-1764,0,0,0%,31,75229
1396,179500,University of Evansville,1800 Lincoln Avenue,Evansville,IN,47722-0002,179,9,5.03%,81,290432
1344,180400,University of Indianapolis,1400 East Hanna Avenue,Indianapolis,IN,46227-3697,350,35,10%,425,614475
1397,184000,University of Notre Dame,400 Main Building,Notre Dame,IN,46556-5602,534,11,2.06%,324,1637603
1385,183200,University of Saint Francis,2701 Spring Street,Fort Wayne,IN,46808-3994,32,6,18.75%,184,365646
1398,184200,Valparaiso University,1700 Chapel Drive,Valparaiso,IN,46383-6493,339,12,3.54%,169,576700
1400,184300,Vincennes University,1002 North First Street,Vincennes,IN,47591-1523,90,35,38.89%,317,491627
8408,3069100,Allen College,1825 Logan Avenue,Waterloo,IA,50703-1916,1,1,100%,1,3948
1405,396300,American Institute of Business,2500 Fleur Drive,Des Moines,IA,50321-1799,71,15,21.13%,209,216557
1412,184600,Briar Cliff University,3303 Rebecca Street,Sioux City,IA,51104-2100,89,9,10.11%,177,477659
1413,184700,Buena Vista University,610 West Fourth Street,Storm Lake,IA,50588-9987,157,9,5.73%,171,277273
1415,185000,Central College,812 University Street,Pella,IA,50219-1999,282,14,4.96%,189,243004
1416,185200,Clarke University,1550 Clarke Drive,Dubuque,IA,52001-3198,34,3,8.82%,132,231293
1417,185400,Coe College,1220 First Avenue Northeast,Cedar Rapids,IA,52402-5092,185,16,8.65%,216,672932
1420,185600,Cornell College,600 First Street  South West,Mount Vernon,IA,52314-1098,60,3,5%,100,185006
1419,185500,Des Moines University - Osteopathic Medical Center,3200 Grand Avenue,Des Moines,IA,50312-4198,48,1,2.08%,15,40005
1423,185800,Divine Word College,102 Jacoby Drive Southwest,Epworth,IA,52045-0380,14,2,14.29%,38,75704
1424,185900,Dordt College,498 4th Avenue Northeast,Sioux Center,IA,51250-1697,139,6,4.32%,85,216637
1425,186000,Drake University,2507 University Avenue,Des Moines,IA,50311-4505,285,28,9.82%,168,769373
1432,186600,Graceland University,1 University Place,Lamoni,IA,50140-1699,271,58,21.40%,495,1057808
1433,186700,Grand View University,1200 Grandview Avenue,Des Moines,IA,50316-1599,89,15,16.85%,187,232384
1434,186800,Grinnell College,Nollen House,Grinnell,IA,50112-1690,91,4,4.40%,30,174216
1438,186500,Iowa Central Community College,One Triton Circle,Fort Dodge,IA,50501-5798,0,0,0%,2,945
1440,186900,Iowa State University of Science & Technology,0210 Beardshear Hall,Ames,IA,50011-2028,1272,83,6.53%,655,1398855
1441,187100,Iowa Wesleyan College,601 North Main Street,Mount Pleasant,IA,52641-1398,59,24,40.68%,176,287582
1444,407600,Kirkwood Community College,6301 Kirkwood Boulevard Southwest,Cedar Rapids,IA,52406-2068,119,59,49.58%,949,754102
1446,187300,Loras College,1450 Alta Vista Street,Dubuque,IA,52004-0178,149,15,10.07%,158,503067
1447,187400,Luther College,700 College Drive,Decorah,IA,52101-1045,326,16,4.91%,101,341654
1448,1111300,Maharishi University of Management,1000 North Fourth Street,Fairfield,IA,52557-0001,88,14,15.91%,60,417513
1451,187900,Morningside College,1501 Morningside Avenue,Sioux City,IA,51106-1751,168,15,8.93%,89,126509
1452,188000,Mount Mercy University,1330 Elmhurst Drive NE,Cedar Rapids,IA,52402-4797,136,14,10.29%,115,184971
1457,188300,Northwestern College,101 7th Street Southwest,Orange City,IA,51041-1996,105,6,5.71%,115,188563
1459,1230000,Palmer College of Chiropractic,1000 Brady Street,Davenport,IA,52803-5287,109,6,5.50%,246,879785
1463,188900,Saint Ambrose University,518 West Locust Street,Davenport,IA,52803-2898,117,9,7.69%,172,444487
1468,188700,Simpson College,701 North C Street,Indianola,IA,50125-1297,202,18,8.91%,152,310342
1478,189100,University of Dubuque,2000 University Avenue,Dubuque,IA,52001-5099,54,19,35.19%,90,381671
1479,189200,University of Iowa,4 Jessup Hall,Iowa City,IA,52242-1316,633,38,6%,750,1393421
1480,189000,University of Northern Iowa,1227 West 27th Street,Cedar Falls,IA,50614-0002,623,71,11.40%,604,1533226
1481,189300,Upper Iowa University,605 Washington Street,Fayette,IA,52142-9206,68,11,16.18%,52,57253
1483,189500,Waldorf College,106 South 6th Street,Forest City,IA,50436-1700,111,20,18.02%,224,326117
1484,189600,Wartburg College,100 Wartburg Boulevard,Waverly,IA,50677-2200,225,17,7.56%,170,328979
1485,189700,Wartburg Theological Seminary,333 Wartburg Place,Dubuque,IA,52004-5004,25,1,4%,3,12494
1488,190000,William Penn University,201 Trueblood Avenue,Oskaloosa,IA,52577-1799,215,57,26.51%,333,675551
1490,190300,Baker University,618 Eighth Street,Baldwin City,KS,66006-0065,171,11,6.43%,122,372783
1491,460800,Barton County Community College,245 North East 30 Road,Great Bend,KS,67530-9283,0,0,0%,43,47558
1492,1025600,Benedictine College,1020 North 2nd Street,Atchison,KS,66002-1499,139,18,12.95%,390,882616
1493,190400,Bethany College,335 East Swensson Street,Lindsborg,KS,67456-1897,107,33,30.84%,170,429886
1494,190500,Bethel College,300 East 27th Street,North Newton,KS,67117-8061,68,19,27.94%,241,670890
1495,675500,Brown Mackie College (The),2106 South 9th. Street,Salina,KS,67401-7307,74,18,24.32%,682,1030127
1497,190800,Central Christian College of Kansas,1200 South Main Street,McPherson,KS,67460-5799,40,9,22.50%,269,918541
5951,2090700,Cleveland University-Kansas City,10850 Lowell Avenue,Overland Park,KS,66210-1613,18,6,33.33%,82,116338
1502,191100,Colby Community College,1255 South Range,Colby,KS,67701-4099,81,15,18.52%,215,292336
1508,192700,Emporia State University,1200 Commerical Street,Emporia,KS,66801-5087,274,36,13.14%,488,1378239
1509,191500,Fort Hays State University,600 Park Street,Hays,KS,67601-4099,346,37,10.69%,244,621236
1512,191800,Friends University,2100 W. University Street,Wichita,KS,67213-3397,90,15,16.67%,154,418693
1516,192000,Hesston College,325 South College Drive,Hesston,KS,67062-2093,129,17,13.18%,92,128462
1522,824400,Johnson County Community College,12345 College Boulevard,Overland Park,KS,66210-1299,89,10,11.24%,176,301340
1527,192800,Kansas State University,110 Anderson Hall,Manhattan,KS,66506-1104,659,42,6.37%,848,1446016
1529,192900,Kansas Wesleyan University,100 East Claflin Avenue,Salina,KS,67401-6196,38,4,10.53%,146,198704
1533,193100,Manhattan Christian College,1415 Anderson Avenue,Manhattan,KS,66502-4081,48,12,25%,37,83381
1535,193300,McPherson College,1600 East Euclid Street,McPherson,KS,67460-3899,83,12,14.46%,204,327782
1536,703200,MidAmerica Nazarene University,2030 East College Way,Olathe,KS,66062-1899,155,22,14.19%,175,550330
1525,193900,Newman University,3100 McCormick Avenue,Wichita,KS,67213-2084,46,11,23.91%,54,57887
1543,193700,Ottawa University,1001 South Cedar,Ottawa,KS,66067-3399,97,30,30.93%,335,815951
1526,192600,Pittsburg State University,1701 South Broadway,Pittsburg,KS,66762-7500,215,20,9.30%,385,819619
1553,194000,Southwestern College,100 College Street,Winfield,KS,67156-2499,100,31,31%,304,881267
1554,194500,Sterling College,125 West Cooper,Sterling,KS,67579-1533,43,9,20.93%,31,104695
1555,194600,Tabor College,400 South Jefferson,Hillsboro,KS,67063-1799,36,9,25%,136,293639
1556,194800,University of Kansas,Strong Hall,Lawrence,KS,66045-7535,526,31,5.89%,452,1567897
1548,194300,University of Saint Mary,4100 South 4th Street Trafficway,Leavenworth,KS,66048-5023,59,11,18.64%,86,120646
1558,194900,Washburn University - Topeka,1700 Southwest College Avenue,Topeka,KS,66621-1110,79,20,25.32%,164,190357
1561,195000,Wichita State University,1845 Fairmount,Wichita,KS,67260-0001,662,111,16.77%,773,1542041
1562,195100,Alice Lloyd College,100 Purpose Road,Pippa Passes,KY,41844-9703,3,2,66.67%,174,104258
1563,195200,Asbury College,1 Macklem Drive,Wilmore,KY,40390-1198,142,7,4.93%,129,265973
1564,195300,Asbury Theological Seminary,204 North Lexington Avenue,Wilmore,KY,40390-1199,127,11,8.66%,140,634468
1566,195400,Bellarmine University,2001 Newburg Road,Louisville,KY,40205-1877,41,6,14.63%,51,88878
1567,195500,Berea College,101 Chestnut Street,Berea,KY,40404-2182,68,11,16.18%,127,82742
1569,195800,Brescia University,717 Frederica Street,Owensboro,KY,42301-3023,56,18,32.14%,96,240115
1572,195900,Campbellsville University,1 University Drive,Campbellsville,KY,42718-2799,36,5,13.89%,27,64629
1573,196100,Centre College of Kentucky,600 West Walnut Street,Danville,KY,40422-1394,32,2,6.25%,54,123493
1576,196300,Eastern Kentucky University,521 Lancaster Avenue,Richmond,KY,40475-3102,144,17,11.81%,469,1310427
1578,196400,Georgetown College,400 East College Street,Georgetown,KY,40324-1628,58,8,13.79%,66,202756
1581,196500,Kentucky Christian University,100 Academic Parkway,Grayson,KY,41143-2205,48,7,14.58%,65,78050
1583,196800,Kentucky State University,400 East Main Street,Frankfort,KY,40601-2355,82,23,28.05%,1043,1089541
1584,196900,Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301-6057,71,23,32.39%,96,204458
1588,197200,Lindsey Wilson College,210 Lindsey Wilson Street,Columbia,KY,42728-1223,49,11,22.45%,146,321082
1589,197400,Louisville Presbyterian Theological Seminary,1044 Alta Vista Road,Louisville,KY,40205-1798,14,1,7.14%,14,100600
1592,197600,Morehead State University,202 Howell McDowell Building,Morehead,KY,40351-1689,144,25,17.36%,325,599671
1593,197700,Murray State University,Student Financial Aid,Murray,KY,42071-0009,492,22,4.47%,306,503278
1595,927500,Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099-0001,122,24,19.67%,426,748788
1603,196000,Spalding University,845 South Third Street,Louisville,KY,40203-2188,34,8,23.53%,157,231254
1604,461800,Spencerian College,4627 Dixie Highway,Louisville,KY,40216-2605,51,27,52.94%,226,419656
1598,198300,St. Catharine College,2735 Bardstown Road,St. Catharine,KY,40061-9499,20,13,65%,72,99561
5018,1208800,Sullivan College of Technology and Design,3901 Atkinson Square Drive,Louisville,KY,40218-4528,39,16,41.03%,170,277100
1606,461900,Sullivan University,3101 Bardstown Road,Louisville,KY,40205-3000,64,31,48.44%,389,750910
1607,200100,Thomas More College,333 Thomas More Parkway,Crestview Hills,KY,41017-3495,70,14,20%,182,324022
1608,198700,Transylvania University,300 North Broadway,Lexington,KY,40508-1797,73,9,12.33%,76,155312
1609,198800,Union College,310 College Street,Barbourville,KY,40906-1499,60,7,11.67%,102,135572
1611,198900,University of Kentucky,South Limestone,Lexington,KY,40506-0032,1038,33,3.18%,1504,2023608
1612,199900,University of Louisville,2301 South Third Street,Louisville,KY,40208-1415,420,48,11.43%,483,1367531
1597,198000,University of Pikeville,147 Sycamore Street,Pikeville,KY,41501-1194,64,14,21.88%,33,87563
1574,196200,University of the Cumberlands,6191 College Station Drive,Williamsburg,KY,40769-1372,128,23,17.97%,116,433267
1615,200200,Western Kentucky University,1906 College Heights Blvd,Bowling Green,KY,42101-3576,116,6,5.17%,213,642186
6270,2197500,Baton Rouge School of Computers,9352 Interline Avenue,Baton Rouge,LA,70809-8188,49,11,22.45%,66,84800
6481,2234000,Cameron College,2740 Canal Street,New Orleans,LA,70119-5500,9,1,11.11%,59,62767
1621,200300,Centenary College of Louisiana,2911 Centenary Boulevard,Shreveport,LA,71104-3396,40,15,37.50%,40,201321
1626,462500,Delgado Community College,615 City Park Avenue,New Orleans,LA,70119-4399,0,0,0%,126,55164
7765,2538300,Delta College of Arts & Technology,7380 Exchange Place,Baton Rouge,LA,70806-1529,0,0,0%,3,3500
5031,2055500,Delta School of Business and Technology,517 Broad Street,Lake Charles,LA,70601-4334,35,2,5.71%,325,854817
1631,200400,Dillard University,2601 Gentilly Boulevard,New Orleans,LA,70122-3097,125,21,16.80%,1102,1770306
1642,200700,Louisiana College,1140 College Drive,Pineville,LA,71360-5122,0,0,0%,349,407813
1643,201000,Louisiana State University & Agricultural & Mechanical College,156 Thomas Boyd,Baton Rouge,LA,70803-5710,357,52,14.57%,363,1491246
1649,201400,Louisiana State University Health Sciences Center,433 Bolivar Street,New Orleans,LA,70112-2223,71,10,14.08%,126,363294
1650,806700,Louisiana State University Health Sciences Center in Shreveport,1501 Kings Highway,Shreveport,LA,71130-3932,90,4,4.44%,31,144606
1645,201200,Louisiana State University at Eunice,2048 Johnson Highway,Eunice,LA,70535-6726,37,8,21.62%,3,1600
1648,200800,Louisiana Tech University,Wyly Tower  Railroad Avenue,Ruston,LA,71272-0001,264,24,9.09%,306,852458
1651,201600,Loyola University New Orleans,6363 Saint Charles Avenue,New Orleans,LA,70118-6195,231,37,16.02%,377,801501
1653,201700,McNeese State University,4205 Ryan Street,Lake Charles,LA,70609-4510,84,8,9.52%,211,523737
1657,200500,Nicholls State University,906 East First Street,Thibodaux,LA,70310-0001,2,1,50%,0,0
1659,202100,Northwestern State University,140 Central Avenue,Natchitoches,LA,71497-0001,127,37,29.13%,250,610408
1662,202300,Our Lady of Holy Cross College,4123 Woodland Drive,New Orleans,LA,70131-7399,0,0,0%,43,45716
1668,202400,Southeastern Louisiana University,900 West University Avenue,Hammond,LA,70402-0001,116,28,24.14%,683,1106546
1669,202500,Southern University and Agricultural & Mechanical Colg at Baton Rouge,Joseph S Clark Adminstration Bldg,Baton Rouge,LA,70813-9374,0,0,0%,2955,1665308
1671,768600,Southern University at Shreveport - Bossier City,3050 Martin Luther King Jr Drive,Shreveport,LA,71107-4795,0,0,0%,249,209782
1677,202900,Tulane University,6823 St. Charles Avenue,New Orleans,LA,70118-5698,870,71,8.16%,576,2195835
1678,203100,University of Louisiana at Lafayette,200 East University Avenue,Lafayette,LA,70504-0001,118,16,13.56%,670,3000537
1658,202000,University of Louisiana at Monroe,700 University Avenue,Monroe,LA,71209-9001,117,3,2.56%,113,314550
1646,201500,University of New Orleans (The),2000 Lakeshore Drive,New Orleans,LA,70148-0001,210,31,14.76%,579,1271045
1679,203200,Xavier University of Louisiana,One Drexel Drive,New Orleans,LA,70125-1098,122,1,0.82%,488,702203
1681,203600,Bates College,2 Andrews Road,Lewiston,ME,04240-6028,147,1,0.68%,35,147868
1683,203800,Bowdoin College,6000 College Station,Brunswick,ME,04011-8451,90,5,5.56%,26,134297
1686,203900,Colby College,4000 Mayflower Hill,Waterville,ME,04901-8840,90,3,3.33%,88,359218
1687,1138500,College of the Atlantic,105 Eden Street,Bar Harbor,ME,04609-1105,68,0,0%,43,52125
1689,204300,Husson University,One College Circle,Bangor,ME,04401-2999,52,9,17.31%,85,134934
1695,1167300,Maine College of Art,522 Congress Street,Portland,ME,04101-3987,33,5,15.15%,92,149867
1691,204400,Maine Maritime Academy,Pleasant Street,Castine,ME,04420-0001,80,7,8.75%,66,178346
1698,205100,Saint Joseph's College,278 Whites Bridge Road,Standish,ME,04084-5236,114,11,9.65%,143,187075
1700,205200,Thomas College,180 West River Road,Waterville,ME,04901-5097,91,24,26.37%,234,326516
1701,685800,Unity College,90 Quaker Hill Road,Unity,ME,04988-9502,6,0,0%,3,4800
1707,205300,University of Maine,168 College Avenue,Orono,ME,04469-0001,768,70,9.11%,855,1897233
1702,676000,University of Maine - Augusta,46 University Drive,Augusta,ME,04330-9410,34,7,20.59%,164,281325
1703,204000,University of Maine - Farmington,224 Main Street,Farmington,ME,04938-1990,175,11,6.29%,213,372493
1704,204100,University of Maine - Fort Kent,23 University Drive,Fort Kent,ME,04743-1292,43,9,20.93%,96,160358
1706,205500,University of Maine - Machias,116 O'Brien Avenue,Machias,ME,04654-1397,54,13,24.07%,123,121580
1710,203300,University of Maine - Presque Isle,181 Main Street,Presque Isle,ME,04769-2888,72,11,15.28%,188,224367
1697,205000,University of New England,11 Hills Beach Road,Biddeford,ME,04005-9599,305,14,4.59%,586,2022088
1705,205400,University of Southern Maine,96 Falmouth Street,Portland,ME,04104-4864,536,63,11.75%,572,1301997
1735,206100,Baltimore City Community College,2901 Liberty Heights Avenue,Baltimore,MD,21215-7893,0,0,0%,407,202367
1726,206200,Bowie State University,14000 Jericho Park Road,Bowie,MD,20715-9465,39,23,58.97%,527,910293
1728,143600,Capitol College,11301 Springfield Road,Laurel,MD,20708-9759,82,20,24.39%,122,403825
1732,465000,Chesapeake College,1000 College Circle,Wye Mills,MD,21679-0008,23,6,26.09%,69,67015
1737,206800,Coppin State University,2500 West North Avenue,Baltimore,MD,21216-3698,53,12,22.64%,957,1403099
1747,207200,Frostburg State University,101 Braddock Road,Frostburg,MD,21532-1099,144,13,9.03%,360,474804
1749,207300,Goucher College,1021 Dulaney Valley Road,Baltimore,MD,21204-2794,73,12,16.44%,181,619326
1753,207600,Hood College,401 Rosemont Avenue,Frederick,MD,21701-8575,116,14,12.07%,214,521507
1756,207700,Johns Hopkins University,242 Garland Hall,Baltimore,MD,21218-2693,533,7,1.31%,116,686162
1760,207800,Loyola University Maryland,4501 North Charles Street,Baltimore,MD,21210-2699,309,7,2.27%,94,120218
1761,208000,Maryland Institute College of Art,1300 West Mount Royal Avenue,Baltimore,MD,21217-4191,179,31,17.32%,367,647894
1792,210900,McDaniel College,2 College Hill,Westminster,MD,21157-4390,160,13,8.13%,87,145325
1762,691100,Montgomery College,900 Hungerford Drive,Rockville,MD,20850-1195,56,14,25%,521,952061
1763,208300,Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251-0002,100,71,71%,1076,1982047
1766,208600,Mount Saint Mary's University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727-7799,161,21,13.04%,317,666161
1767,208700,Ner Israel Rabbinical College,400 Mount Wilson Lane,Baltimore,MD,21208-1198,10,2,20%,14,52915
1733,206500,Notre Dame of Maryland University,4701 North Charles Street,Baltimore,MD,21210-2476,20,7,35%,112,529403
1775,209500,Saint Mary's College of Maryland,18952 East Fisher Road,Saint Marys City,MD,20686-3001,35,9,25.71%,22,59089
1777,209100,Salisbury University,1101 Camden Avenue,Salisbury,MD,21801-6862,70,16,22.86%,190,480173
1773,209200,St. John's College,60 College Avenue,Annapolis,MD,21401-1655,66,4,6.06%,24,67229
1787,210700,Stevenson University,1525 Greenspring Valley Road,Stevenson,MD,21153-0641,7,0,0%,2,2456
1779,209900,Towson University,8000 York Road,Towson,MD,21252-0002,416,47,11.30%,573,2625822
1782,210200,University of Baltimore,1420 North Charles Street,Baltimore,MD,21201-5779,164,34,20.73%,445,1079372
